2026-07-18 02:12:57,426 | INFO | tools.task_tools | list_tasks called: status=Status.PENDING priority=None tag=None
  Field required [type=missing, input_value={'summary': 'only this'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
unresolved_questions
  Field required [type=missing, input_value={'summary': 'only this'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
2026-07-19 19:40:11,739 | INFO | tools.task_tools | create_task called: title='Overdue thing' priority=Low
2026-07-19 19:40:11,751 | INFO | tools.task_tools | create_task succeeded: task_id=c37c3ab8-7837-4b59-8abb-4d9051db11b0
2026-07-19 19:40:11,752 | INFO | tools.task_tools | create_task called: title='Future thing' priority=Critical
2026-07-19 19:40:11,763 | INFO | tools.task_tools | create_task succeeded: task_id=3d7ba534-ed1e-4fff-8c7f-ffda47afd8c0
2026-07-19 19:40:11,765 | INFO | tools.planning_tools | generate_work_plan called: available_hours=20.0 date=2026-07-20
2026-07-19 19:40:11,766 | INFO | tools.planning_tools | generate_work_plan succeeded: 2 task(s) scheduled, 0 deferred
2026-07-19 19:40:11,819 | INFO | tools.task_tools | create_task called: title='Big task' priority=Critical
2026-07-19 19:40:11,831 | INFO | tools.task_tools | create_task succeeded: task_id=8783f97e-18a1-4fc5-8545-d12eef14a015
2026-07-19 19:40:11,834 | INFO | tools.planning_tools | generate_work_plan called: available_hours=1.0 date=2026-07-20
2026-07-19 19:40:11,834 | INFO | tools.planning_tools | generate_work_plan succeeded: 0 task(s) scheduled, 1 deferred
2026-07-19 19:40:11,891 | INFO | tools.task_tools | create_task called: title='Blocked thing' priority=Medium
2026-07-19 19:40:11,903 | INFO | tools.task_tools | create_task succeeded: task_id=1f02112f-0438-4029-8cc2-443c85518864
2026-07-19 19:40:11,904 | INFO | tools.task_tools | update_task called: task_id=1f02112f-0438-4029-8cc2-443c85518864
2026-07-19 19:40:11,916 | INFO | tools.task_tools | update_task succeeded: task_id=1f02112f-0438-4029-8cc2-443c85518864
2026-07-19 19:40:11,918 | INFO | tools.planning_tools | generate_work_plan called: available_hours=20.0 date=2026-07-20
2026-07-19 19:40:11,919 | INFO | tools.planning_tools | generate_work_plan succeeded: 0 task(s) scheduled, 1 deferred
2026-07-19 19:40:11,981 | INFO | tools.planning_tools | extract_meeting_actions called: transcript_length=26
2026-07-19 19:40:11,982 | INFO | tools.planning_tools | extract_meeting_actions succeeded: 2 action item(s), 1 decision(s)
2026-07-19 19:40:12,596 | INFO | tools.task_tools | list_tasks called: status=Status.PENDING priority=None tag=None
2026-07-19 19:40:12,599 | INFO | tools.task_tools | list_tasks returned 2 task(s)
2026-07-19 19:40:12,601 | INFO | tools.task_tools | detect_overdue_tasks called
2026-07-19 19:40:12,603 | INFO | tools.task_tools | detect_overdue_tasks found 1 overdue task(s)
2026-07-19 19:40:12,608 | INFO | tools.planning_tools | generate_work_plan called: available_hours=8.0 date=2026-07-20
2026-07-19 19:40:12,608 | INFO | tools.planning_tools | generate_work_plan succeeded: 2 task(s) scheduled, 0 deferred
2026-07-19 19:40:12,735 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=None
2026-07-19 19:40:12,738 | INFO | tools.task_tools | list_tasks returned 3 task(s)
2026-07-19 19:40:12,740 | INFO | tools.task_tools | detect_overdue_tasks called
2026-07-19 19:40:12,743 | INFO | tools.task_tools | detect_overdue_tasks found 1 overdue task(s)
2026-07-19 20:09:50,223 | INFO | tools.task_tools | list_tasks called: status=None priority=Priority.CRITICAL tag=None due_before=None
2026-07-19 20:09:50,227 | INFO | tools.task_tools | list_tasks returned 1 task(s)
2026-07-19 20:09:50,381 | INFO | tools.task_tools | complete_task called: task_id=1f6623ee-4270-42b0-bdbc-c7adb82e85e2
2026-07-19 20:09:50,390 | INFO | tools.task_tools | complete_task succeeded: task_id=1f6623ee-4270-42b0-bdbc-c7adb82e85e2
2026-07-19 20:09:50,455 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=None due_before=None
2026-07-19 20:09:50,457 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-19 20:09:50,518 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=0 due_before=None
2026-07-19 20:09:50,521 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-19 20:09:50,523 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=1 due_before=None
2026-07-19 20:09:50,524 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-19 20:09:50,525 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=2 due_before=None
2026-07-19 20:09:50,526 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-19 20:09:50,528 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=3 due_before=None
2026-07-19 20:09:50,530 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-19 20:09:50,531 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=4 due_before=None
2026-07-19 20:09:50,533 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-19 20:09:50,534 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=5 due_before=None
2026-07-19 20:09:50,536 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-19 20:09:50,537 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=6 due_before=None
2026-07-19 20:09:50,538 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-19 20:09:50,539 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=7 due_before=None
2026-07-19 20:09:50,540 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-19 20:09:50,667 | INFO | tools.task_tools | create_task called: title='First task' priority=Medium
2026-07-19 20:09:50,674 | INFO | tools.task_tools | create_task succeeded: task_id=029c6a8d-0f8c-4e59-9ca4-7037774160c2
2026-07-19 20:09:50,814 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=None due_before=None
2026-07-19 20:09:50,816 | INFO | tools.task_tools | list_tasks returned 1 task(s)
2026-07-19 20:09:51,063 | INFO | tools.task_tools | complete_task called: task_id=8e148d95-30eb-4433-a7cf-87dd13c24297
2026-07-19 20:09:51,075 | INFO | tools.task_tools | complete_task succeeded: task_id=8e148d95-30eb-4433-a7cf-87dd13c24297
2026-07-19 20:09:51,286 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=None due_before=None
2026-07-19 20:09:51,288 | INFO | tools.task_tools | list_tasks returned 2 task(s)
2026-07-19 20:09:51,454 | INFO | tools.note_tools | search_notes called: query='Q3 launch' category=None date_from=None date_to=None
2026-07-19 20:09:51,458 | INFO | tools.note_tools | search_notes returned 1 result(s)
2026-07-19 20:09:52,345 | INFO | tools.task_tools | create_task called: title='Logged task' priority=Medium
2026-07-19 20:09:52,352 | INFO | tools.task_tools | create_task succeeded: task_id=a6e26d12-f2ec-4f49-837a-9f5088ef6f35
2026-07-19 20:09:52,400 | INFO | tools.task_tools | update_task called: task_id=does-not-exist
2026-07-19 20:09:52,402 | ERROR | tools.task_tools | update_task failed: no task found with ID does-not-exist
2026-07-19 20:09:52,475 | INFO | tools.task_tools | complete_task called: task_id=does-not-exist
2026-07-19 20:09:52,479 | ERROR | tools.task_tools | complete_task failed: no task found with ID does-not-exist
2026-07-19 20:09:52,548 | INFO | tools.task_tools | create_task called: title='A' priority=Medium
2026-07-19 20:09:52,559 | INFO | tools.task_tools | create_task succeeded: task_id=0aee27b2-ec00-4293-a2e7-ccfc3b89bc3b
2026-07-19 20:09:52,560 | INFO | tools.task_tools | create_task called: title='B' priority=Medium
2026-07-19 20:09:52,574 | INFO | tools.task_tools | create_task succeeded: task_id=a8e87d2b-2325-469c-a3fd-7a4abed0c3c4
2026-07-19 20:09:52,575 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=None due_before=None
2026-07-19 20:09:52,578 | INFO | tools.task_tools | list_tasks returned 2 task(s)
2026-07-19 20:09:52,652 | INFO | tools.note_tools | save_note called: title='Logged note' category=general
2026-07-19 20:09:52,664 | INFO | tools.note_tools | save_note succeeded: note_id=6b2b1c53-a327-4a41-a43a-c27d534fa201
2026-07-19 20:09:52,739 | INFO | tools.note_tools | save_note called: title='Marketing plan' category=general
2026-07-19 20:09:52,750 | INFO | tools.note_tools | save_note succeeded: note_id=13937183-1ed8-4782-bbc2-f365c4ddfdeb
2026-07-19 20:09:52,750 | INFO | tools.note_tools | search_notes called: query='marketing' category=None date_from=None date_to=None
2026-07-19 20:09:52,753 | INFO | tools.note_tools | search_notes returned 1 result(s)
2026-07-19 20:09:52,822 | INFO | tools.task_tools | create_task called: title='Some task' priority=Medium
2026-07-19 20:09:52,835 | INFO | tools.task_tools | create_task succeeded: task_id=0d1f578f-70f8-4a0f-a913-3cb7802c43a8
2026-07-19 20:09:52,837 | INFO | tools.planning_tools | generate_work_plan called: available_hours=8.0 date=2026-07-20
2026-07-19 20:09:52,837 | INFO | tools.planning_tools | generate_work_plan succeeded: 1 task(s) scheduled, 0 deferred
2026-07-19 20:09:52,912 | INFO | tools.planning_tools | extract_meeting_actions called: transcript_length=9
2026-07-19 20:09:52,913 | ERROR | tools.planning_tools | extract_meeting_actions failed: LLM error: simulated LLM failure
2026-07-19 20:09:52,992 | INFO | tools.task_tools | create_task called: title='Write tests' priority=Medium
2026-07-19 20:09:53,004 | INFO | tools.task_tools | create_task succeeded: task_id=f8de4045-5270-4322-a3b1-a160a50245f9
2026-07-19 20:09:53,057 | INFO | tools.task_tools | create_tasks_bulk called: count=2
2026-07-19 20:09:53,074 | INFO | tools.task_tools | create_tasks_bulk succeeded: task_ids=['de5a7e1b-a5b3-4ec2-8d4c-61f99efec673', '76af72a9-a683-4174-82f4-98cb4c960a36']
2026-07-19 20:09:53,135 | INFO | tools.task_tools | create_task called: title='A' priority=High
2026-07-19 20:09:53,145 | INFO | tools.task_tools | create_task succeeded: task_id=d6a322af-3053-4ce4-828e-21aa6307e4da
2026-07-19 20:09:53,145 | INFO | tools.task_tools | create_task called: title='B' priority=Low
2026-07-19 20:09:53,154 | INFO | tools.task_tools | create_task succeeded: task_id=d9c011d3-254e-4b86-a3ea-b48906319401
2026-07-19 20:09:53,154 | INFO | tools.task_tools | list_tasks called: status=None priority=Priority.HIGH tag=None due_before=None
2026-07-19 20:09:53,156 | INFO | tools.task_tools | list_tasks returned 1 task(s)
2026-07-19 20:09:53,237 | INFO | tools.task_tools | create_task called: title='Due soon' priority=Medium
2026-07-19 20:09:53,248 | INFO | tools.task_tools | create_task succeeded: task_id=9e7b30da-3037-4e87-b663-4acebeb5b358
2026-07-19 20:09:53,249 | INFO | tools.task_tools | create_task called: title='Due later' priority=Medium
2026-07-19 20:09:53,260 | INFO | tools.task_tools | create_task succeeded: task_id=a5c68257-8385-4e53-83be-1881fab623ce
2026-07-19 20:09:53,260 | INFO | tools.task_tools | create_task called: title='No due date' priority=Medium
2026-07-19 20:09:53,272 | INFO | tools.task_tools | create_task succeeded: task_id=33219eb9-d484-4088-829b-54347a3d06ec
2026-07-19 20:09:53,273 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=None due_before=2026-07-26 15:09:53.272996+00:00
2026-07-19 20:09:53,277 | INFO | tools.task_tools | list_tasks returned 1 task(s)
2026-07-19 20:09:53,360 | INFO | tools.task_tools | update_task called: task_id=does-not-exist
2026-07-19 20:09:53,362 | ERROR | tools.task_tools | update_task failed: no task found with ID does-not-exist
2026-07-19 20:09:53,445 | INFO | tools.task_tools | create_task called: title='Finish this' priority=Medium
2026-07-19 20:09:53,457 | INFO | tools.task_tools | create_task succeeded: task_id=4a4eabc4-bf86-4c51-a05b-1b5229654809
2026-07-19 20:09:53,457 | INFO | tools.task_tools | complete_task called: task_id=4a4eabc4-bf86-4c51-a05b-1b5229654809
2026-07-19 20:09:53,469 | INFO | tools.task_tools | complete_task succeeded: task_id=4a4eabc4-bf86-4c51-a05b-1b5229654809
2026-07-19 20:09:53,536 | INFO | tools.task_tools | create_task called: title='Late task' priority=Medium
2026-07-19 20:09:53,548 | INFO | tools.task_tools | create_task succeeded: task_id=943815de-0d5e-484f-bb90-a52e21812466
2026-07-19 20:09:53,549 | INFO | tools.task_tools | create_task called: title='Future task' priority=Medium
2026-07-19 20:09:53,559 | INFO | tools.task_tools | create_task succeeded: task_id=ce4e946f-a4a3-42b6-9003-38567bf7417d
2026-07-19 20:09:53,560 | INFO | tools.task_tools | create_task called: title='Late but done' priority=Medium
2026-07-19 20:09:53,570 | INFO | tools.task_tools | create_task succeeded: task_id=7ca706a3-b036-45db-96c7-9ba01d58a3c5
2026-07-19 20:09:53,570 | INFO | tools.task_tools | complete_task called: task_id=7ca706a3-b036-45db-96c7-9ba01d58a3c5
2026-07-19 20:09:53,581 | INFO | tools.task_tools | complete_task succeeded: task_id=7ca706a3-b036-45db-96c7-9ba01d58a3c5
2026-07-19 20:09:53,582 | INFO | tools.task_tools | detect_overdue_tasks called
2026-07-19 20:09:53,584 | INFO | tools.task_tools | detect_overdue_tasks found 1 overdue task(s)
2026-07-19 20:09:53,652 | INFO | tools.note_tools | save_note called: title='Idea' category=general
2026-07-19 20:09:53,663 | INFO | tools.note_tools | save_note succeeded: note_id=6d1d77f2-d217-4a5c-8fba-176ce783b1e0
2026-07-19 20:09:53,731 | INFO | tools.note_tools | save_note called: title='Marketing plan' category=general
2026-07-19 20:09:53,741 | INFO | tools.note_tools | save_note succeeded: note_id=508d10dc-9e60-4da3-9bf4-0c53f4b81db8
2026-07-19 20:09:53,742 | INFO | tools.note_tools | save_note called: title='Random note' category=general
2026-07-19 20:09:53,752 | INFO | tools.note_tools | save_note succeeded: note_id=bc77205b-6432-49c3-bbca-345622ab5b9a
2026-07-19 20:09:53,752 | INFO | tools.note_tools | search_notes called: query='marketing' category=None date_from=None date_to=None
2026-07-19 20:09:53,754 | INFO | tools.note_tools | search_notes returned 2 result(s)
2026-07-19 20:09:53,813 | INFO | tools.note_tools | save_note called: title='Marketing plan A' category=general
2026-07-19 20:09:53,822 | INFO | tools.note_tools | save_note succeeded: note_id=92ed5021-4bec-41c9-ba08-b918928c9d50
2026-07-19 20:09:53,822 | INFO | tools.note_tools | search_notes called: query='marketing' category=None date_from=2026-07-20 15:09:53.822386+00:00 date_to=None
2026-07-19 20:09:53,825 | INFO | tools.note_tools | search_notes returned 0 result(s)
2026-07-19 20:09:53,871 | INFO | tools.planning_tools | extract_meeting_actions called: transcript_length=29
2026-07-19 20:09:53,871 | INFO | tools.planning_tools | extract_meeting_actions succeeded: 1 action item(s), 1 decision(s)
2026-07-19 20:09:53,918 | INFO | tools.planning_tools | extract_meeting_actions called: transcript_length=10
2026-07-19 20:09:53,919 | ERROR | tools.planning_tools | extract_meeting_actions failed: invalid model response: 3 validation errors for ExtractMeetingActionsOutput
decisions
  Field required [type=missing, input_value={'summary': 'only this'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
action_items
  Field required [type=missing, input_value={'summary': 'only this'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
unresolved_questions
  Field required [type=missing, input_value={'summary': 'only this'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
2026-07-19 20:09:53,967 | INFO | tools.task_tools | create_task called: title='Overdue thing' priority=Low
2026-07-19 20:09:53,975 | INFO | tools.task_tools | create_task succeeded: task_id=d09de42e-ca5d-4854-8451-27530e86c1c0
2026-07-19 20:09:53,976 | INFO | tools.task_tools | create_task called: title='Future thing' priority=Critical
2026-07-19 20:09:53,983 | INFO | tools.task_tools | create_task succeeded: task_id=d3170029-16da-4657-b7ce-b60cfe7f5627
2026-07-19 20:09:53,984 | INFO | tools.planning_tools | generate_work_plan called: available_hours=20.0 date=2026-07-20
2026-07-19 20:09:53,985 | INFO | tools.planning_tools | generate_work_plan succeeded: 2 task(s) scheduled, 0 deferred
2026-07-19 20:09:54,035 | INFO | tools.task_tools | create_task called: title='Big task' priority=Critical
2026-07-19 20:09:54,043 | INFO | tools.task_tools | create_task succeeded: task_id=348e5d87-45e2-4888-a7cd-5a309fa4d08e
2026-07-19 20:09:54,045 | INFO | tools.planning_tools | generate_work_plan called: available_hours=1.0 date=2026-07-20
2026-07-19 20:09:54,045 | INFO | tools.planning_tools | generate_work_plan succeeded: 0 task(s) scheduled, 1 deferred
2026-07-19 20:09:54,094 | INFO | tools.task_tools | create_task called: title='Blocked thing' priority=Medium
2026-07-19 20:09:54,102 | INFO | tools.task_tools | create_task succeeded: task_id=90149e98-697d-4b96-9de6-7dbee3634163
2026-07-19 20:09:54,102 | INFO | tools.task_tools | update_task called: task_id=90149e98-697d-4b96-9de6-7dbee3634163
2026-07-19 20:09:54,109 | INFO | tools.task_tools | update_task succeeded: task_id=90149e98-697d-4b96-9de6-7dbee3634163
2026-07-19 20:09:54,110 | INFO | tools.planning_tools | generate_work_plan called: available_hours=20.0 date=2026-07-20
2026-07-19 20:09:54,111 | INFO | tools.planning_tools | generate_work_plan succeeded: 0 task(s) scheduled, 1 deferred
2026-07-19 20:09:54,158 | INFO | tools.reminder_tools | create_reminder called: message='Follow up with Sara' remind_at=2026-07-20 15:09:54.158213+00:00 task_id=None
2026-07-19 20:09:54,167 | INFO | tools.reminder_tools | create_reminder succeeded: reminder_id=70ac462a-ec1c-4f83-af13-d128e2d6c155
2026-07-19 20:09:54,212 | INFO | tools.task_tools | create_task called: title='Draft report' priority=Medium
2026-07-19 20:09:54,220 | INFO | tools.task_tools | create_task succeeded: task_id=1181eade-ed55-40e7-9998-12fbb5bbc142
2026-07-19 20:09:54,220 | INFO | tools.reminder_tools | create_reminder called: message='Check on the draft report' remind_at=2026-07-19 17:09:54.220513+00:00 task_id=1181eade-ed55-40e7-9998-12fbb5bbc142
2026-07-19 20:09:54,227 | INFO | tools.reminder_tools | create_reminder succeeded: reminder_id=eaf98c99-bfb3-425d-bf65-88aacc561ace
2026-07-19 20:09:54,280 | INFO | tools.email_tools | draft_follow_up_email called: recipient='sara@example.com' task_id=None
2026-07-19 20:09:54,280 | INFO | tools.email_tools | draft_follow_up_email succeeded: recipient=sara@example.com subject='Following up on the Q3 launch'
2026-07-19 20:09:54,331 | INFO | tools.email_tools | draft_follow_up_email called: recipient='sara@example.com' task_id=None
2026-07-19 20:09:54,332 | ERROR | tools.email_tools | draft_follow_up_email failed: invalid model response: 1 validation error for DraftFollowUpEmailOutput
body
  Field required [type=missing, input_value={'subject': 'only this', ...nt': 'sara@example.com'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
2026-07-19 20:09:54,388 | INFO | tools.planning_tools | extract_meeting_actions called: transcript_length=26
2026-07-19 20:09:54,388 | INFO | tools.planning_tools | extract_meeting_actions succeeded: 2 action item(s), 1 decision(s)
2026-07-19 20:09:54,400 | INFO | tools.task_tools | create_tasks_bulk called: count=2
2026-07-19 20:09:54,418 | INFO | tools.task_tools | create_tasks_bulk succeeded: task_ids=['d48462e5-6295-4b8f-8737-4ea8ec801168', '7a5bdd8d-7557-41ab-a43d-30031b083782']
2026-07-19 20:09:54,527 | INFO | tools.task_tools | list_tasks called: status=Status.PENDING priority=None tag=None due_before=None
2026-07-19 20:09:54,530 | INFO | tools.task_tools | list_tasks returned 2 task(s)
2026-07-19 20:09:54,532 | INFO | tools.task_tools | detect_overdue_tasks called
2026-07-19 20:09:54,534 | INFO | tools.task_tools | detect_overdue_tasks found 1 overdue task(s)
2026-07-19 20:09:54,538 | INFO | tools.planning_tools | generate_work_plan called: available_hours=8.0 date=2026-07-20
2026-07-19 20:09:54,538 | INFO | tools.planning_tools | generate_work_plan succeeded: 2 task(s) scheduled, 0 deferred
2026-07-19 20:09:54,679 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=None due_before=None
2026-07-19 20:09:54,682 | INFO | tools.task_tools | list_tasks returned 3 task(s)
2026-07-19 20:09:54,684 | INFO | tools.task_tools | detect_overdue_tasks called
2026-07-19 20:09:54,687 | INFO | tools.task_tools | detect_overdue_tasks found 1 overdue task(s)
2026-07-19 20:11:04,978 | INFO | tools.reminder_tools | create_reminder called: message='Live DB persistence check' remind_at=2026-07-20 15:11:04.978681+00:00 task_id=None
2026-07-19 20:11:05,017 | INFO | tools.reminder_tools | create_reminder succeeded: reminder_id=4ce5ce92-3c66-48df-bafd-71085082e9da
2026-07-19 23:08:12,088 | INFO | tools.task_tools | list_tasks called: status=Status.PENDING priority=None tag=None due_before=None
2026-07-19 23:08:12,110 | INFO | tools.task_tools | list_tasks returned 3 task(s)
2026-07-19 23:36:36,795 | INFO | tools.task_tools | create_task called: title='finish report' priority=High
2026-07-19 23:36:36,852 | INFO | tools.task_tools | create_task succeeded: task_id=68c6dda2-b444-444a-869a-bb118240d40f
2026-07-20 00:14:46,354 | INFO | tools.task_tools | list_tasks called: status=None priority=Priority.CRITICAL tag=None due_before=None
2026-07-20 00:14:46,359 | INFO | tools.task_tools | list_tasks returned 1 task(s)
2026-07-20 00:14:46,621 | INFO | tools.task_tools | complete_task called: task_id=50e69bf1-4d85-4b45-93a2-9e6374ee2880
2026-07-20 00:14:46,639 | INFO | tools.task_tools | complete_task succeeded: task_id=50e69bf1-4d85-4b45-93a2-9e6374ee2880
2026-07-20 00:14:46,765 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=None due_before=None
2026-07-20 00:14:46,769 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-20 00:14:46,905 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=0 due_before=None
2026-07-20 00:14:46,911 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-20 00:14:46,913 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=1 due_before=None
2026-07-20 00:14:46,917 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-20 00:14:46,919 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=2 due_before=None
2026-07-20 00:14:46,922 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-20 00:14:46,924 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=3 due_before=None
2026-07-20 00:14:46,930 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-20 00:14:46,932 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=4 due_before=None
2026-07-20 00:14:46,935 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-20 00:14:46,936 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=5 due_before=None
2026-07-20 00:14:46,939 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-20 00:14:46,941 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=6 due_before=None
2026-07-20 00:14:46,944 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-20 00:14:46,946 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=7 due_before=None
2026-07-20 00:14:46,948 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-20 00:14:47,205 | INFO | tools.task_tools | create_task called: title='First task' priority=Medium
2026-07-20 00:14:47,223 | INFO | tools.task_tools | create_task succeeded: task_id=d8abb8bd-379f-48a1-aec0-09916497798a
2026-07-20 00:14:47,451 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=None due_before=None
2026-07-20 00:14:47,454 | INFO | tools.task_tools | list_tasks returned 1 task(s)
2026-07-20 00:14:47,912 | INFO | tools.task_tools | complete_task called: task_id=c752c96d-3a3c-4767-912b-f5129f15b27c
2026-07-20 00:14:47,929 | INFO | tools.task_tools | complete_task succeeded: task_id=c752c96d-3a3c-4767-912b-f5129f15b27c
2026-07-20 00:14:48,292 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=None due_before=None
2026-07-20 00:14:48,295 | INFO | tools.task_tools | list_tasks returned 2 task(s)
2026-07-20 00:14:48,574 | INFO | tools.note_tools | search_notes called: query='Q3 launch' category=None date_from=None date_to=None
2026-07-20 00:14:48,581 | INFO | tools.note_tools | search_notes returned 1 result(s)
2026-07-20 00:14:50,060 | INFO | tools.task_tools | create_task called: title='Logged task' priority=Medium
2026-07-20 00:14:50,076 | INFO | tools.task_tools | create_task succeeded: task_id=5992504e-e4da-4f0e-92d6-da1d941dfc2e
2026-07-20 00:14:50,174 | INFO | tools.task_tools | update_task called: task_id=does-not-exist
2026-07-20 00:14:50,179 | ERROR | tools.task_tools | update_task failed: no task found with ID does-not-exist
2026-07-20 00:14:50,288 | INFO | tools.task_tools | complete_task called: task_id=does-not-exist
2026-07-20 00:14:50,292 | ERROR | tools.task_tools | complete_task failed: no task found with ID does-not-exist
2026-07-20 00:14:50,416 | INFO | tools.task_tools | create_task called: title='A' priority=Medium
2026-07-20 00:14:50,431 | INFO | tools.task_tools | create_task succeeded: task_id=6f59fdee-1fb7-40cb-9c1a-b3a27635d156
2026-07-20 00:14:50,432 | INFO | tools.task_tools | create_task called: title='B' priority=Medium
2026-07-20 00:14:50,447 | INFO | tools.task_tools | create_task succeeded: task_id=9fe49f23-6e14-4afd-bb6d-29ecb922292f
2026-07-20 00:14:50,447 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=None due_before=None
2026-07-20 00:14:50,449 | INFO | tools.task_tools | list_tasks returned 2 task(s)
2026-07-20 00:14:50,535 | INFO | tools.note_tools | save_note called: title='Logged note' category=general
2026-07-20 00:14:50,548 | INFO | tools.note_tools | save_note succeeded: note_id=3d54d608-7770-44ff-824d-ebe716e8c9b8
2026-07-20 00:14:50,669 | INFO | tools.note_tools | save_note called: title='Marketing plan' category=general
2026-07-20 00:14:50,683 | INFO | tools.note_tools | save_note succeeded: note_id=3a0fd5ee-4e9a-4d90-8a10-091eeda882a5
2026-07-20 00:14:50,684 | INFO | tools.note_tools | search_notes called: query='marketing' category=None date_from=None date_to=None
2026-07-20 00:14:50,687 | INFO | tools.note_tools | search_notes returned 1 result(s)
2026-07-20 00:14:50,787 | INFO | tools.task_tools | create_task called: title='Some task' priority=Medium
2026-07-20 00:14:50,802 | INFO | tools.task_tools | create_task succeeded: task_id=13482228-a876-4764-9394-c74a39d52bf7
2026-07-20 00:14:50,805 | INFO | tools.planning_tools | generate_work_plan called: available_hours=8.0 date=2026-07-20
2026-07-20 00:14:50,805 | INFO | tools.planning_tools | generate_work_plan succeeded: 1 task(s) scheduled, 0 deferred
2026-07-20 00:14:50,891 | INFO | tools.planning_tools | extract_meeting_actions called: transcript_length=9
2026-07-20 00:14:50,892 | ERROR | tools.planning_tools | extract_meeting_actions failed: LLM error: simulated LLM failure
2026-07-20 00:14:51,007 | INFO | tools.task_tools | create_task called: title='Write tests' priority=Medium
2026-07-20 00:14:51,019 | INFO | tools.task_tools | create_task succeeded: task_id=158482b1-c6be-4baf-b160-48ea97696fbc
2026-07-20 00:14:51,094 | INFO | tools.task_tools | create_tasks_bulk called: count=2
2026-07-20 00:14:51,117 | INFO | tools.task_tools | create_tasks_bulk succeeded: task_ids=['3897d8f4-af15-43d2-a232-2d90bd0d8569', '11a5ae33-6fcc-432e-8153-a53dd94323ed']
2026-07-20 00:14:51,231 | INFO | tools.task_tools | create_task called: title='A' priority=High
2026-07-20 00:14:51,246 | INFO | tools.task_tools | create_task succeeded: task_id=36a1ef09-30e6-44ed-84af-4ae266f532b0
2026-07-20 00:14:51,247 | INFO | tools.task_tools | create_task called: title='B' priority=Low
2026-07-20 00:14:51,265 | INFO | tools.task_tools | create_task succeeded: task_id=08f7e6dd-45c4-4054-915e-40d8ad98d141
2026-07-20 00:14:51,266 | INFO | tools.task_tools | list_tasks called: status=None priority=Priority.HIGH tag=None due_before=None
2026-07-20 00:14:51,268 | INFO | tools.task_tools | list_tasks returned 1 task(s)
2026-07-20 00:14:51,386 | INFO | tools.task_tools | create_task called: title='Due soon' priority=Medium
